PuzzleId	FEN	Moves	Rating	correct_answer	timed_out	time_elapsed
fOhAN	2r3k1/1pb1q1p1/4p3/1pPp1rN1/3P1Pp1/4P1P1/1B4K1/5Q1R b - - 5 30	c8b8 h1h8 g8h8 f1h1 h8g8 h1h7 g8f8 h7h8	1459			
AhobK	r4r1k/1pp3pp/p2p4/3Pp1q1/2B1Qn2/8/PPP2PPP/3RR1K1 w - - 3 22	c4d3 f4h3 g1h1 h3f2	1472			
o9RWG	4r1k1/pppb1p2/2n2p1p/3p4/3P1b2/2PB1N1P/PP1N1PP1/R5K1 w - - 2 22	a1e1 e8e1 f3e1 f4d2	1484			
EvvOB	r5k1/4qp1p/2Q3p1/3nr3/1P6/P3P2P/5PP1/3R1RK1 b - - 0 23	d5c7 d1d7 e7d7 c6d7	1535			
o8JxH	4r1k1/pp3qpp/8/2pRnr2/4p3/2N4P/PPP1QPP1/4R1K1 w - - 1 21	e2e4 e5f3 g2f3 f7g6 g1h1 e8e4	1528			
YMI4e	r1b1k2r/1p2bp1p/pqnppp2/2p5/2B1P3/P1NP1N2/1PP2PPP/R2Q1RK1 b kq - 1 11	b6b2 c3a4 b2a1 d1a1	1471			
TLIPR	8/3n4/R5p1/2P2k2/5b2/1P2p3/8/3K4 b - - 5 41	d7c5 a6a5 f5g4 a5c5	1531			
6WATk	3r1k1r/p1p2p2/1p2p1p1/1Qp1P3/2PP4/4B1R1/P2K1P1q/R7 w - - 2 26	d2c3 c5d4 e3d4 d8d4	1472			
5zI3n	4Rrk1/1r3pp1/4p2p/p1p5/P1N1b3/7P/1B4P1/R5K1 b - - 0 30	b7b2 e8f8 g8f8 c4b2	1492			
XCXJ2	r4r1k/1pq4p/2p1B1pb/3P4/7P/2B1PR2/6P1/5QK1 b - - 0 34	h6g7 f3f8 a8f8 f1f8	1505			
I3qnk	r2q2r1/4k3/p3Pb2/1p1p2p1/1P1np3/B5PB/P4P1P/R2Q1RK1 w - - 0 28	a1c1 d4f3 g1g2 g5g4 h3g4 g8g4	1494			
hEtKX	3r2k1/5p1p/1R4p1/3p4/2bb4/7P/1R3PPK/2B5 w - - 0 33	b6b8 d4e5 f2f4 e5b8	1452			
KKt2k	4r3/3b1k2/p4Bp1/4R1Pp/1P5K/1P3r2/7P/4R3 w - - 3 43	e5e8 f3h3	1491			
kUQAN	3rr1k1/pp3ppp/3p4/q3P3/2RQR3/8/PP3PPP/6K1 w - - 3 21	e5d6 a5e1 e4e1 e8e1	1473			
kKjrN	rn2kb1r/ppp2ppp/8/3q1b2/4n3/8/PPPNQPPP/RNB1KB1R w KQkq - 0 8	d2e4 d5e4 e2e4 f5e4	1475			
myCth	8/p4kp1/1p1b1p1p/3pp3/2q1n3/2r1B1P1/1Q3PKP/1R2N3 b - - 7 36	c3b3 b2b3 c4b3 b1b3	1537			
eHKy7	r7/kp6/p1q4p/2p5/P3n3/1P5P/4Q1P1/3R1RK1 w - - 2 31	f1f4 e4c3 e2d2 c3d1	1464			
dLcJW	r3r1k1/1b1p1ppp/p1q5/1pbpP3/8/P1P1BP2/1P1QB1PP/3R1RK1 w - - 1 17	f3f4 d5d4 e2f3 d4e3	1456			
LVZsX	1k1r2nr/p1ppq3/b1p2pp1/B6p/2PQP3/1P4P1/P4PBP/4R1K1 b - - 0 17	e7d6 d4d6 c7d6 a5d8 b8c8 d8a5	1529			
Dvu55	r2qr1k1/1bp2pp1/p3p2B/1p2N2N/1P1n4/P2P3P/2PQ1PP1/R5K1 b - - 2 20	g7h6 d2h6 d4f5 h5f6 d8f6 h6f6	1523			
nUW3d	2B5/3R1pk1/p2bp1p1/1p6/8/r5qP/6P1/6QK b - - 4 35	a3a1 g1a1 d6e5 a1g1	1500			
8fEy1	3r2k1/1pq2ppp/p3p3/2p1n3/4P2P/2P1QBP1/PP3P2/6KR w - - 0 22	g1g2 d8d3 e3f4 d3f3 f4f3 e5f3	1540			
Kc4qs	8/8/6R1/5r2/PPK5/7k/6p1/8 w - - 2 57	a4a5 f5f4 c4c5 f4g4 g6g4 h3g4	1546			
bPZ4J	3r2k1/p1p2ppp/2Q5/5P2/3P2N1/2P3qP/PP4P1/4rRK1 w - - 3 31	g4e5 g3e3 g1h2 e1f1	1488			
2Foty	rq3rk1/Np1bppbp/3p2p1/3Pn3/4P3/1Q2B3/PP2BPPP/R4RK1 w - - 1 15	a1c1 a8a7 e3a7 b8a7	1494			
e2AOL	8/8/p1k5/2p5/2K5/PP6/8/8 b - - 0 35	a6a5 a3a4 c6d6 c4b5	1534			
WP7x3	r2q2r1/1p3p1k/p2p1n1p/3Pp2P/8/1PP3NP/1P1N3K/R4Q2 b - - 0 23	f6d5 f1f7 h7h8 f7d5	1478			
oXcPM	r7/pp2qkp1/2p1b2p/6r1/P1PR4/4P3/4QPPP/5RK1 b - - 2 21	e6h3 e2f3 f7g8 f3h3	1476			
qldpt	2k4r/pp5r/6p1/2pP2Q1/2PqR3/1P4Pb/P6P/4R2K b - - 0 31	d4d3 e4e8 h8e8 e1e8 c8c7 g5d8	1454			
QdjlX	6k1/p1nb2pp/1p1Np1r1/1P6/2PQ4/3P1q2/5PP1/R4RK1 w - - 0 28	d4e4 g6g2 g1h1 f3h3	1545			
s0C6x	4rrk1/pp3p1p/5bp1/2p2b2/1qP5/2NNQ3/1P2BPPP/R4RK1 b - - 5 19	f5d3 e3d3	1461			
xmYSd	r1b1kbnr/1pp2ppp/p1np4/8/3PP1q1/3B1N2/PP3PPP/RNBQK2R w KQkq - 2 8	d1a4 g4g2 h1g1 g2f3	1542			
NpgUR	2B5/1pb3R1/pkp5/4p3/2P5/3P2KP/Pr6/8 b - - 0 37	b2a2 c4c5 b6c5 g7c7	1470			
4k0fa	6k1/1b3p1p/p3pbpB/8/1P6/3p4/P1r2PPP/2R1R1K1 w - - 0 27	a2a4 d3d2 h6d2 c2d2	1506			
xZb90	r1b1kr2/1pp2pQp/3p2p1/p2PP3/q7/5N2/2n2PPP/2R2RK1 b q - 0 20	d6e5 g7e5 c8e6 d5e6	1506			
3EBGS	r4r2/1pp3k1/1b4pp/pP1Q2q1/P2P4/2P4b/5PB1/RN3RK1 b - - 2 23	f8f4 d5g5 h6g5 g2h3	1526			
oYlcX	r4rk1/2qbb1pp/p2p4/1p1n1N2/4pPP1/1P2B2P/P1PQB3/2KR3R b - - 0 20	d7f5 d2d5 g8h8 g4f5	1536			
ETuer	1k1r1bnr/Npp2ppp/6q1/Q2Ppb2/8/5B2/PPn1NPPP/R1B2RK1 b - - 2 13	c2a1 a7c6 b7c6 d5c6 f8c5 a5c5	1543			
Q3unA	3q1rk1/1b1pppbp/1p2n1p1/r3P3/PN6/1B1Q1N2/1P3PPP/R3R1K1 w - - 1 21	b3d5 e6f4 d5b7 f4d3	1457			
LV32Z	rnb1k2r/pppp2pp/5n2/4NP2/7q/4K3/PPPP2PP/RNBQ1B1R w kq - 3 7	g2g3 h4e4 e3f2 e4h1	1545			
h5vWN	r2qkb1r/pp1n1ppp/2n1p3/3pP3/Q1pP4/2P2N2/PP3PPP/RNB2RK1 w kq - 4 11	b2b3 d7b6 a4b5 a7a6 b5b6 d8b6	1517			
049fn	2R3k1/4r1p1/p2p1n1p/1p1PpQ2/4P3/4q3/PP2B1PP/7K b - - 1 27	g8f7 e2h5 g7g6 f5g6	1452			
8ox8b	r2q1rk1/pbb2ppp/2p1p3/8/1P2NnQ1/P2B4/1BP2PPP/R4RK1 b - - 0 16	f7f5 g4g7	1461			
MjQlo	2r2rk1/1bq2ppp/p1n1pn2/2p5/4P3/P2B1N2/3NQPPP/2R1R1K1 w - - 0 21	c1c5 c6d4 f3d4 c7c5	1472			
hzn8r	3N4/8/3p1k1p/6p1/2P5/b5P1/6K1/8 b - - 0 43	f6e5 d8f7	1523			
6o2WP	6k1/3n3p/p1q5/1p2n3/5BP1/1P3P2/P3Q1KP/8 b - - 4 31	e5g4 e2e8 g8g7 e8e7	1498			
5T43t	8/2B1bpp1/k3p2p/1p1pP3/P2P1PP1/nP5P/1K1N4/8 b - - 2 35	b5a4 c7d6 a3b5 d6e7	1477			
6oVtx	2nq3r/5k2/1p1p1brp/pPpPp1pn/2P1PpRP/B4P2/P2KNPQ1/5B1R b - - 3 25	h5g7 h4h5 g7h5 h1h5	1515			
woiRR	6k1/6p1/p3p1pp/4P3/PPP2Pq1/3r2Pr/3B2QP/4R1K1 w - - 3 31	e1e3 g4d1 e3e1 d1d2	1513			
62kuk	8/4K3/2p5/3k4/1p1p4/3B4/2P5/8 w - - 2 61	e7d7 c6c5 d3b5 c5c4	1495			
zziOw	1kr5/ppr1b3/nq1p2p1/3Bpp1p/1PP5/PQ2PNP1/2R2PP1/1KR5 w - - 4 27	d5e6 a6c5 b3c3 c5e6	1533			
E3P5T	3r2k1/ppp2p1B/4bp2/4r3/3q4/4nQ2/PP4PP/3R1R1K b - - 0 20	g8f8 d1d4 d8d4 f3f6	1539			
EnmVj	r4rk1/2qn1p1p/2p1pnpP/pp6/8/2Q2N2/PP3PP1/1B1R1K1R b - - 5 20	b5b4 d1d7 b4c3 d7c7	1500			
7MHGA	8/6pk/4Q2p/p1qp4/1pn4P/4n3/PPP1N1P1/1KR5 w - - 7 28	h4h5 c4d2 b1a1 e3c2 c1c2 c5c2 e6g6 c2g6 h5g6 h7g6	1476			
fVohp	6k1/5ppp/pp1p2q1/2pP1b2/2P5/1P2Q1NP/P4PP1/6K1 b - - 0 26	f5d7 e3e7 g6f6 e7d7	1478			
iYboN	r3r2k/pp6/5qpb/3p4/2pP1P2/2P1P2P/PPBQ2R1/1R4K1 w - - 0 27	g1h2 e8e3 d2e3 h6f4 e3f4 f6f4	1523			
GKnbk	1k1r3r/pp2qppp/2pb1n2/5Q2/PPBPp3/2P1B2P/5PP1/R4RK1 w - - 2 18	b4b5 g7g6 f5g5 h7h6 g5e5 d6e5	1496			
cHhgc	r6k/3n3q/5p2/p1p1pPp1/Pp1pP1Q1/1P1P4/2PB1PK1/R7 b - - 1 29	h8g7 a1h1 h7h1 g2h1	1486			
gf8Xj	2rr2k1/pp2ppbp/2q3p1/2n5/3P4/P4N1P/1BR2PP1/3QR1K1 w - - 0 23	c2c5 c6c5 d4c5 d8d1 e1d1 g7b2	1536			
ra808	Qnkr3r/1ppb1q2/1p3p2/4N2p/1P1P2nB/P5P1/R4PBP/4R1K1 b - - 0 21	f7a2 a8b7	1512			
7b5be	5r1k/pp4p1/6rp/5qB1/3R3P/6Q1/PP3PP1/K6R w - - 0 25	d4d8 f8d8 g5d8 g6g3	1478			
qTHYM	4k3/r5Bb/7p/3R1p2/1pP3PP/1P6/8/2K5 w - - 0 44	g4f5 a7g7	1547			
JD0qy	1k3rr1/pp1qR3/7p/2Q5/5np1/2PP1P2/PP4PP/R5K1 b - - 2 27	d7d3 c5c7 b8a8 c7b7	1451			
DGM4N	1k3r2/1p6/1q1p3r/8/1pPbBP1p/1Q1P4/7P/1R3R1K b - - 1 27	d4c3 b3c3 b4c3 b1b6	1496			
S1YiT	r4Bk1/1b3ppp/p7/1p3R2/3Pq1B1/8/PP1Q2PP/6K1 b - - 0 23	e4g4 f5g5 g4g5 d2g5	1504			
VtsBL	4rr2/pp1q1p2/6k1/3p1nPp/2p2R1p/2P4P/P1PQBP2/4R1K1 b - - 5 26	e8e5 e2h5 g6h5 e1e5	1508			
wHphq	r3k2r/ppp2ppp/n3p1b1/1NbP4/2P1P3/1RB5/q3B1PP/3QK2R b Kkq - 1 18	e8g8 b3b2 a2b2 c3b2	1451			
fSALa	r1bq2k1/ppb3pp/4p2r/2PpPp2/1P2n3/P2B4/1B3PPP/RN1Q1RK1 w - - 1 15	f2f3 d8h4 f3e4 h4h2	1466			
RzvWs	6k1/4R3/1pp3BB/3p4/3bn3/1P4PP/P3r3/6K1 w - - 5 43	g1f1 e4g3	1509			
LzPWf	3r1r2/4ppbk/1pp3pp/p1p1Pb1P/2PqNB2/1P1P2Q1/P4PP1/3RR1K1 w - - 1 22	g3h4 g6g5 e4g5 h6g5	1524			
KWHnN	3k4/3r4/p6p/P7/4Rp2/2P1p3/3r1P2/1R3K2 w - - 2 40	e4f4 e3e2 f1e1 d2d1 e1e2 d1b1	1457			
Erzy2	r1bq1rk1/ppp1bppp/2n5/3pP3/2P1n3/P1N2N1P/1P1BPPP1/R2QKB1R w KQ - 1 9	c3e4 d5e4	1491			
sJMtt	2r4k/3p3p/p5p1/1pq5/1P1pb2r/P7/2PQ4/1BK1R1R1 b - - 0 28	c5c7 d2d4 h8g8 e1e4 h4e4 d4e4	1522			
0JBHG	r3kb1r/pp1npppp/2p2n2/q6b/3P4/2N2N1P/PPP1BPP1/R1BQ1RK1 w kq - 5 9	c1g5 h5f3 e2f3 a5g5	1500			
e5b80	r5k1/2P1pp1p/1p4p1/rNbP4/8/P2Q2PP/1q3PK1/4RR2 w - - 3 37	e1e2 b2b5 d3b5 a5b5 d5d6 c5d6	1455			
UiF94	1b1r2k1/R4p1p/1p4p1/nP6/4B3/5N1P/5PP1/6K1 w - - 5 29	a7a8 d8d1 f3e1 d1e1	1455			
AYyzS	r3kb1r/ppp1n1pp/2n1p3/1N2P1B1/8/5N2/PP3PPP/3R1RK1 b kq - 3 15	e7d5 d1d5 e6d5 b5c7 e8d7 c7a8	1525			
IGYH3	4r1k1/ppp2qp1/3p3p/8/4r1n1/P4Pp1/1P1Q2PP/R1N2RK1 w - - 0 23	f3e4 g3h2 g1h1 f7f1	1487			
ugM8A	3b2k1/3P1rp1/2p1Qp1p/2P1p2P/1pP1P1P1/1q6/rB1R4/1K1R4 w - - 0 38	e6c6 a2b2 d2b2 b3d1	1501			
S1isF	r1b2rk1/ppppqp1p/7Q/5P2/2B5/2P5/PP1N1bPP/R6K b - - 0 17	d7d5 f5f6 e7f6 h6f6	1452			
36aGO	r1bq1rk1/pp2bppp/5n2/2p1p1B1/2P1P3/2NP1N2/PP2Q1PP/R4RK1 w - - 1 12	f3e5 d8d4 f1f2 d4e5	1480			
9Ovuv	r3k1nr/2q2pbp/p2Qp1p1/1pp1P3/4P3/1P3N2/1PP3PP/R1B2RK1 b kq - 2 15	g7e5 d6e5 c7e5 f3e5	1464			
1Mc2m	8/8/1Nn5/6Q1/2P5/1K6/BP1p4/2k1q3 w - - 2 62	b6d5 e1e5 g5e3 e5b2 b3a4 b2a2 a4b5 c6d4 e3d4 a2b3 d5b4 d2d1q d4a1 c1d2	1500			
O3HjR	3r2k1/5ppp/5n2/P3rP2/1B6/P2ppQ2/2q3PP/2R1R1K1 b - - 3 29	d3d2 c1c2 d2e1r b4e1	1491			
WwPZS	r4r2/1bk1n3/p3pp2/1pq3pQ/4P3/1PNR4/P4P1P/2R3K1 b - - 9 28	b7c6 c3d5 e6d5 c1c5	1464			
ksRmQ	1k5r/1pq2pp1/p3pnp1/2b1N1B1/Q1Pr4/7P/PP3PP1/R3R1K1 w - - 4 22	g5e3 c7e5 e3d4 e5d4	1518			
iRiRI	8/p4k2/R7/3n4/P2P3B/5bPr/8/6K1 b - - 2 35	d5c3 a6f6 f7g7 f6f3	1472			
pUrru	2r5/R3bppp/2kBp1n1/2p1P3/8/5N2/1r3PPP/3R2K1 b - - 13 26	e7d6 d1d6 c6b5 a7b7 b5c4 b7b2	1466			
3IdmR	6k1/1b1Q2pp/p3pp2/1p2p3/4P3/1PN3P1/2P2PKP/q7 b - - 3 23	a1c3 d7e8	1452			
6Lkwz	2r5/4kp2/bpP1pNp1/p3P1Pp/5R1P/P2r4/1P3P2/2R1K3 w - - 1 32	f6d7 d3d7 c6d7 c8c1	1517			
NN61R	2rrb1kb/p3p3/4n1pB/3pq1P1/N6Q/1Pp1P3/P4RB1/5R1K b - - 1 36	c3c2 f2f8 e6f8 f1f8 g8h7 h6g7 h7g7 h4h8	1470			
nJRWA	1k4r1/5Q2/2bq1R2/p7/Pp1pP2p/1P1B2r1/2PPR2P/6K1 w - - 0 32	h2g3 d6g3 e2g2 g3g2	1461			
SictE	4R1k1/7r/2n3pQ/3q1p2/8/P7/6PP/7K b - - 1 35	g8f7 h6f8	1468			
8jQIB	6rk/Q5p1/5p2/1P2pq1p/7R/P4P1K/5BPP/8 w - - 4 37	g2g4 f5f3 f2g3 f3f1	1493			
e8iWJ	r2k1r2/pppb1pp1/5b1p/4p3/2B1P3/2NR4/PPP2PPP/2K4R b - - 1 13	c7c6 h1d1 d8c8 d3d7	1500			
loDPp	r1b2rk1/2p2p1n/n2p1q2/ppbNp2Q/4P2p/PB1P1N2/1PP2PPP/R4RK1 b - - 2 17	f6g6 d5e7 g8g7 e7g6 f7g6 h5h4	1506			
XcTOS	r7/p2n1pk1/2p2q2/2Pp3p/3PrP1P/P3N1K1/1B6/R2QR3 w - - 0 28	d1h5 f6f4 g3h3 e4e3 e1e3 f4e3	1455			
8UMK0	r1b2r2/p7/1p2p1p1/4P1N1/4PpkP/1P4P1/1P5K/2R2R2 w - - 0 26	c1c7 f4g3 h2g1 f8f1	1477			
pqJOd	1rkb1q2/Rp6/2Pp3p/8/4Qp2/7P/P4P2/5K2 b - - 0 34	d8b6 e4e6 c8c7 e6d7	1454			
b5eLL	8/8/2p1p3/Pk2Pp2/1P3P2/3NK3/7b/8 w - - 10 52	d3c5 h2g1 e3d3 g1c5	1517			
UzChE	4r1k1/1p3ppp/p1p2r2/3p1q2/4n2Q/1P2P1PB/P3RP1P/2R3K1 b - - 11 26	f5f3 h3g4 f3e2 g4e2	1501			
zNRXc	r1bqk2r/1pppnppp/p7/3Q4/8/P1P2N2/2P2PPP/R1B1KB1R w KQkq - 1 10	c1g5 e7d5 g5d8 e8d8	1461			
Wxnt8	r2r2k1/4qpb1/p2p2p1/1p1Qp3/4P1B1/P7/1PP3PP/3R1R1K b - - 0 24	a8a7 f1f7 e7f7 g4e6 f7e6 d5e6	1530			
DRu7s	2rr2k1/1b2bpp1/3ppnnp/1p6/p2PPP2/P2NQ1BP/B1qN2P1/R3R1K1 b - - 1 25	d6d5 e1c1 d5e4 c1c2	1469			
JEdJg	r2q2r1/pppk1pP1/1bn4B/8/2pP2b1/5N2/PP3PPP/RN1QR1K1 w - - 3 13	f3e5 c6e5	1507			
gToic	r4rk1/p4p1p/1p1q1b1Q/2p1n1p1/P3Rp2/3P3P/BPP2PPN/4R1K1 w - - 0 19	e4e5 f6e5 h6g5 e5g7	1524			
2gKdm	3q1rk1/pp2bppp/5n2/3p1N2/8/r2PB2P/5PP1/2RQ1RK1 b - - 1 18	d8d7 f5e7 d7e7 e3c5 e7c5 c1c5	1495			
78fyj	4r1k1/ppp2ppp/8/5b2/1P4q1/2Q1B3/PP2KPPP/RN5R w - - 3 17	e2f1 g4d1 c3e1 f5d3 f1g1 d1e1	1503			
VMQwV	2r4k/pp4bp/6p1/2n1p3/2Bn2P1/B7/1P1R1P1P/5RK1 w - - 2 27	a3c5 d4f3 g1g2 f3d2	1512			
QcYOu	r3k3/p2b1prp/1p6/8/2PPq3/1Q4PP/4NP2/4KBR1 b q - 2 24	g7g6 f1g2 e4f5 g2a8	1489			
f1dAY	8/8/1p3pk1/p6p/P2p1K1P/8/2P5/8 b - - 1 47	f6f5 f4e5 d4d3 c2d3 b6b5 a4b5	1541			
JpfWH	r4r1k/pp2q1p1/n1pbB1Q1/3p4/5P2/1P1P3P/PBP3P1/5RK1 b - - 0 21	f8f6 g6h5 f6h6 h5h6	1478			
VCbrE	r4rk1/pp3pb1/4b1B1/6Q1/3PpP1P/4Pq2/P5R1/R6K b - - 2 23	e6h3 g6h7 g8h7 g5g7	1549			
MzcDc	r3k1nr/ppp2ppp/1q2b3/3BP3/5Q2/8/PPP2PPP/RN2K2R w KQkq - 1 12	b1c3 b6b2 e1g1 b2c3	1516			
pEXBw	r4rk1/p3q1p1/bp3n1p/2np4/3Bp3/2P3N1/P1B2PPP/R2QR1K1 b - - 5 19	c5d3 c2d3 a6d3 d1d3 e4d3 e1e7	1538			
EFpuD	1k1r3r/1p1b2p1/p4n1p/P2p1P2/4pPP1/2P3NP/q1NQ2B1/2KR3R w - - 0 21	c2b4 a2a1 c1c2 d7a4	1546			
81LDy	2r2rk1/p4p1p/bpn1p1pq/3pPP2/7N/PP4P1/2P2KBP/R1BQ4 b - - 0 22	h6g7 f5f6 g7h8 c1h6 c6e5 h6g7 h8g7 f6g7	1490			
nxwuS	2qr2k1/p4pbp/1nP3p1/2Q5/5P2/3p2PP/P5B1/3R1RK1 w - - 2 28	f1e1 g7d4 c5d4 d8d4	1470			
y0tAa	1b3r1k/pp4qp/2b1Q3/2p3p1/P1NpP3/1P1P2PP/2P2P1R/1R4K1 w - - 8 35	c4d6 f8f6 e6c8 f6f8 c8g4 b8d6	1497			
x7bOL	r3k3/1b1q1pp1/pp6/3Pp3/7P/1P2bN1K/P1R1B3/3Q1R2 w q - 1 25	h3h2 e3f4 h2g1 d7g4 g1h1 g4h3	1464			
LDioF	r3kb1r/pp1n1ppp/4q3/1B1pp3/P2B2P1/5P1P/1PP2K2/R2Q3R b kq - 3 21	e5d4 h1e1 e8c8 e1e6	1454			
Y9Jlg	3r2k1/2Q2p2/4p1p1/2p3q1/prP1P3/1P3PPp/P4R1P/5RK1 b - - 3 32	a4b3 f3f4 g5f6 e4e5 f6g7 c7d8	1482			
hM6dD	8/5ppk/1r5p/R3P3/P4PP1/1p6/1R5K/r7 w - - 0 36	a5b5 b6b5 a4b5 a1a2	1523			
qnfLs	2k1r2r/2pnbpp1/p1N1b2p/3p4/2pP4/1P2BP2/P1P1B1PP/2KR3R b - - 0 20	c4b3 e2a6	1459			
nmvOE	8/2pn1kpp/p1p5/5p2/2P2B2/1P3P2/P3r1PP/R5K1 b - - 7 28	d7e5 g1f1 e2c2 f4e5	1547			
xwedK	6k1/3qr1p1/3bpnBp/Q2p4/8/1r5P/3R1PP1/B2R2K1 b - - 1 26	d7b7 a5d8 f6e8 g6e8 d6c7 d8e7 c7h2 g1h2	1545			
8BVPk	8/2R2ppk/p3b1P1/7P/2rB4/2P3K1/8/8 b - - 0 36	f7g6 c7g7 h7h6 g7g6 h6h5 g6e6	1536			
kLGak	2rr2k1/pb1q1pp1/1pn1p2p/6bP/1PBP1PR1/P5N1/1B2Q1P1/2R2K2 b - - 0 22	c6d4 b2d4 d7d4 f4g5	1528			
9WtPA	r1bqkb1r/pp1p1ppp/2n1pn2/8/4P3/2Q2N2/PPP2PPP/RNB1KB1R w KQkq - 3 6	e4e5 f8b4	1522			
2vrRo	rn3r1k/ppp3p1/3b2Qp/8/3P1Npq/7P/PPPB1PK1/R4R2 w - - 4 20	h3g4 d6f4 d2f4 f8f4 g6e8 h8h7	1503			
Kferj	r3r1k1/pp3pp1/2p4p/3p4/3P2n1/3QPN2/PP1KNqP1/2R4R w - - 4 22	c1f1 e8e3 f1f2 e3d3	1538			
CQQNS	8/8/1b2p1Rp/p3k3/7B/5P1P/1r3PK1/8 b - - 1 34	b6e3 h4f6 e5f5 f6b2	1454			
HR1EG	r1b2rk1/p2nppbp/2p3p1/3p4/5B2/1PPBP3/1P1N1PPP/R4RK1 w - - 0 13	d2f3 e7e5 f4g3 e5e4 d3c2 e4f3	1464			
78SkM	3r1k1r/pp1n1pp1/3p1n2/1NqP1b1p/2P2N2/1P4PP/P5B1/R2QR1K1 w - - 5 20	g1h2 f6g4 h3g4 h5g4	1523			
uv8Ul	8/2q3k1/2pb2p1/1p1p1p1p/p2Pn3/2PN3P/PP1NQPP1/6K1 w - - 0 30	f2f3 d6h2 g1f1 e4g3 f1e1 g3e2	1457			
JGqT6	r3r1k1/1ppbqppp/3p2n1/pP1P4/P3n3/4QNPP/1B2BP2/R3K2R b KQ - 5 22	e4g3 e3e7 g6e7 f2g3	1487			
5RYPL	2b2k2/4b1pp/8/3QPp2/3P4/4B3/1q4PP/R5K1 w - - 1 30	a1c1 c8b7 d5b7 b2b7	1479			
L1zKg	r5rk/p1q1ppbp/2p5/3p1pB1/3PnP2/2P4R/PP1N2PP/R2Q2K1 b - - 6 16	e4d2 h3h7 h8h7 d1h5 g7h6 h5h6	1478			
pS28c	8/pb3p2/1p2p1kp/5P1N/1rP1N2b/7P/6PK/7R b - - 0 29	g6h5 g2g4	1531			
3L4JK	8/5ppp/8/8/3pk3/1R2n1P1/5KP1/8 b - - 7 41	d4d3 b3b4 e3c4 b4c4	1499			
nO60n	3r3k/1pp3pp/5p2/p3q3/P1Q5/1P5P/5PP1/2R3K1 w - - 0 33	c4c7 d8d1 c1d1 e5c7	1468			
yvPBr	3r1rk1/pb6/1p2p3/5pq1/2PPpR1p/1P2Q2P/P1B3P1/R5K1 b - - 0 30	d8d4 f4g4 g5g4 h3g4	1533			
I7wMs	r3q3/1p1n2pk/pbp1p2p/3pPr2/1P1P1N2/P3B1QP/2P2PP1/R4RK1 w - - 5 19	g3h4 g7g5 h4g4 g5f4	1533			
naNbm	1r6/2p2pk1/pp2pq2/n5bQ/3P4/P1N1P3/1P3PP1/R3K1N1 w Q - 1 21	g1f3 b8h8 h5g4 h8h1 e1e2 h1a1	1504			
R6lCX	r2k2r1/1pp5/p1bP1pq1/2Q1p3/7B/1P4P1/P4P1K/7R b - - 2 40	c6h1 c5c7 d8e8 c7e7	1517			
R006I	2k3r1/1pp3r1/1p1pp2Q/7p/PP1pP3/3P1P1P/2P2RPq/4RK2 b - - 2 24	g7g2 h6e6 c8b8 e6g8 g2g8 f2h2	1501			
EZM4F	r4rb1/pp1nQ1kp/1np3p1/8/4PNP1/1Pq4P/P1P3B1/3R1R1K b - - 1 21	f8f7 f4e6 g7h8 f1f7 g8f7 e7f7	1507			
dcfUp	8/4qpk1/5bp1/1pNB1b2/1P3P2/5KPp/3Q3P/8 w - - 6 42	d2e2 f5g4 f3g4 e7e2	1541			
qcvOd	6k1/p1p1q3/1p4p1/3P1b2/1PP1p1p1/P2BQ2P/8/7K w - - 0 30	h3g4 e7h4 h1g2 h4g4	1510			
T2sSr	2k5/pp1qb1p1/2p5/3pN3/3Pn2p/2PQ3P/PP1B2P1/5rK1 w - - 0 23	g1f1 d7f5 f1e1 f5f2	1529			
n2BXF	6R1/pp1r3p/1q5k/3B1bp1/8/6P1/Pb3PK1/3R4 b - - 1 31	d7d5 d1h1 f5h3 h1h3	1515			
uE3vR	3r2k1/pR3R1p/4rbp1/8/8/B5P1/P7/6K1 b - - 0 26	d8d2 f7f8	1456			
yaxbs	3r2k1/pb1r1pp1/1pq1pbnp/2p5/3P4/1BP2NB1/PP3PPP/2R1RQK1 b - - 0 21	c5d4 c3d4 c6c1 e1c1	1467			
vjXP7	8/8/3NKP2/8/8/8/1kr5/R7 b - - 0 57	b2a1 f6f7 c2f2 d6f5	1504			
NyHnO	R7/1B3pkp/8/P7/6P1/4p2P/2bb4/6K1 w - - 0 43	b7f3 c2e4 a8e8 e4f3	1543			
c5KYP	1r1k3r/5Qp1/2Bqp3/7p/P7/8/1P2K3/R1B5 b - - 2 36	d6c6 c1g5 d8c8 a1c1	1451			
DgOqb	4n1k1/p4pp1/2p3p1/2qp4/8/1QP2PNP/PP4P1/7K b - - 0 23	e8d6 b3b8 g8h7 b2b4 c5c3 b8d6	1515			
MlWOU	r2r2k1/6pp/p1p5/3b4/P2P1pq1/2P3N1/2Q1RPPP/4R1K1 w - - 0 30	g3e4 f4f3 e4g3 f3e2	1537			
fbMRN	6k1/5p1p/2R3pB/p2pPp2/4n3/P5P1/r4r1P/2R3K1 b - - 1 30	f7f6 c6c8 g8f7 c1c7 f7e6 c8e8	1532			
oi4By	1rbr2k1/5ppp/3qpb2/NP6/P2p1Pn1/3P2P1/1P2N1BP/1R1QK2R w K - 1 20	a5c6 g4e3 e1f2 e3d1	1451			
