PuzzleId	FEN	Moves	Rating	correct_answer	timed_out	time_elapsed
tmGAO	r4r2/pp3k2/3b1q1Q/2p1N3/8/2P1P3/PP4PP/3R2K1 b - - 1 25	d6e5 h6h7 f6g7 d1d7 f7e6 d7g7 e5g7 h7g7	2217			
FfIfa	8/5p1k/1p4p1/1P5p/P2Q3R/5P2/5PKP/1r2q3 w - - 7 37	d4b6 e1h1 g2g3 b1g1 g3f4 g6g5	2207			
4HaO6	8/b6p/p4KpP/Pkpb4/1pp2B2/2P2P2/1P4P1/8 b - - 0 32	b5a5 f6g7 g6g5 f4c7 a5a4 g7h7	2243			
oxiUN	r2qk2r/pppb1ppp/3p1n2/Q2Pp3/2B1P3/2P2N2/P1n2PPP/RNB2RK1 w kq - 1 11	c1b2 a7a6 c4d3 b7b6 d3c2 b6a5	2237			
sTO6e	1q6/r4k1Q/5rp1/p1b4n/8/P5R1/6PP/5R1K b - - 6 40	f7f8 h7h8 f8e7 f1e1 e7f7 h8b8	2174			
DEoMi	3r1r2/3n1pk1/p1pqp2p/2p1N1P1/P1Pp1Q1P/3P4/1P3P2/R3R1K1 b - - 0 28	d7e5 f4f6 g7h7 e1e5	2191			
aLuJT	2r2k1r/1R2nppp/3Q4/1P1P4/2Nq4/1n3b2/5KPP/5B1R w - - 1 23	f2f3 b3d2 c4d2 c8c3 f3e2 c3e3	2222			
d05lb	2kr3r/ppp1qppp/2B2n2/6B1/4Pbb1/2N2N2/PPP2PPP/R2QK2R w KQ - 1 10	c3d5 e7e4 d1e2 e4e2	2160			
PovuW	3r2k1/5pb1/p2Np1Pp/4P3/2pq2P1/5Q2/7P/5R1K b - - 0 35	d4e5 d6f7 e5d5 f7d8	2222			
la5FN	8/8/KP1B4/4P3/2k5/8/8/1r6 b - - 0 52	b1a1 a6b7 c4d5 b7c8	2165			
n79tB	4r2k/p2R2bp/1p4p1/4P1n1/P7/2P2q2/1PQ2P1B/4R1K1 w - - 4 27	d7d3 g5h3 g1f1 f3h1 f1e2 h1h2 d3h3 h2h3	2185			
wiekn	2k5/1ppn4/p2b4/2p5/2P4p/1P1NRrrP/PB1P1P2/R4K2 w - - 7 26	b2e5 d7e5 d3e5 f3e3	2246			
FA7h0	r2q1nk1/2n3p1/p2p1p2/2p4Q/1pP1N3/4R3/PP3PPP/6K1 b - - 4 25	d8e8 e4f6 g7f6 e3g3 f8g6 g3g6	2193			
uY85r	3r3k/pp2b1pp/q1p1B1b1/3PB3/4p3/1R6/PPP2r1P/1K1Q2R1 b - - 1 27	d8f8 g1g6 e7f6 e5f6 f2f6 g6f6	2159			
YEgQI	r4r1k/pQ2R1bp/n7/5pB1/2qP4/8/1PP2PPP/2K4R b - - 1 21	f8g8 e7g7 g8g7 b7a8	2154			
QWfNm	r3r1k1/pp4p1/2n2n2/2Pp2Q1/3P2P1/1P3Pq1/1B4B1/R3R1K1 w - - 1 26	b2c3 c6d4 c3d4 e8e1 a1e1 g3e1	2218			
1XOVd	8/2b5/4k3/pK4pp/1pN2p2/5P1P/P5P1/8 b - - 1 43	h5h4 c4a5 e6d5 a5c6 b4b3 a2b3	2248			
TktjM	r2qkbnr/ppp2ppp/4p3/4N3/3P4/2N5/PPP1QP1P/R1B1K2b b Qkq - 1 9	d8f6 e2b5 c7c6 b5b7 a8d8 c1g5	2244			
j10Js	r4rk1/p4p2/1p2bn1p/2p2qp1/R7/1PPP2BP/2PQ1PP1/4R1K1 b - - 1 19	g5g4 d2h6 f5g6 h6g6 f7g6 e1e6	2197			
fWJyD	5r2/5r2/2b1B1kp/1pp1Ppp1/p2Pq1P1/P1P2R1Q/1P5P/5RK1 b - - 0 32	f5g4 e6f7 g6g7 f7g6 e4f3 f1f3	2174			
z7H1k	8/1Q4k1/pp1q3p/3P1pp1/P7/5rP1/7P/1R4K1 b - - 3 34	g7g8 b1c1 f3g3 g1h1	2191			
QOrhZ	8/8/bPB1p2p/5k2/5P2/6K1/8/8 b - - 2 61	h6h5 b6b7 a6b7 c6b7 h5h4 g3f3	2208			
6YGz4	rn1q1rk1/pbp2ppp/1p1bpn2/4N1B1/2BP4/2N5/PPP3PP/R2Q1R1K b - - 3 10	b8d7 e5d7 d8d7 f1f6 d6e7 d1g4	2177			
jcTaH	r1b1r1k1/1pp1qppp/1p1p4/nP6/P3N3/2PQ1N2/4BPPP/R3R1K1 b - - 0 16	e7e4 e2f1 c8f5 e1e4	2161			
Jn46c	r2q1rk1/1b3ppp/3P1n2/p1b5/1p6/3Q1NN1/1PB2PPP/3RR1K1 b - - 3 23	d8b6 g3h5 f6e4 e1e4	2206			
qKdvn	3R4/5p2/8/2k4p/1p4pP/1Pr1K1P1/5P2/8 w - - 4 51	d8d3 c3d3 e3d3 c5d5 d3e3 d5e5	2187			
8zN6M	6n1/6pp/3KP3/8/6P1/2k4P/8/8 b - - 0 52	c3d4 e6e7 g8f6 g4g5	2168			
lq7XJ	1k1r3r/3qb3/p1pp4/3Np3/2P2p1p/2Nb4/P4PPP/R2Q1RK1 w - - 0 23	d5e7 d3f1 d1b3 b8a7	2230			
pLmmL	2b3rk/2N2Q2/1pPp1b2/4p1qp/2P1P3/5Pp1/P3B1P1/5RK1 w - - 9 30	f3f4 e5f4 e4e5 f6e5	2209			
zS5YB	r5k1/5ppp/p7/1p3PQ1/2p4P/8/Pq4P1/3R1K2 b - - 0 27	a8e8 g5e7 e8f8 d1d8	2168			
vu3aG	r1b4r/p3kp2/2pp3p/4N1p1/8/2P3P1/P5PP/R4RK1 w - - 0 17	e5f7 h8h7 a1e1 c8e6 f7d6 e7d6	2242			
o9LEH	8/8/3k1p2/1p5p/3K1P1P/1P6/8/8 b - - 5 37	d6e6 d4e4 b5b4 f4f5 e6d6 e4d4 d6c6 d4c4	2232			
X4VPR	8/8/3p1kp1/1p1P3p/1P3PP1/5K2/8/8 b - - 2 54	h5h4 f3g2 g6g5 f4g5	2183			
4UGLP	8/2k5/5K2/1n4p1/8/5PPP/8/8 b - - 0 58	b5d4 h3h4 g5h4 g3h4 d4f3 h4h5	2244			
t8aFR	5rk1/6pp/p3b2r/8/3QNp2/3B2Pq/PP3P1P/3RR1K1 w - - 8 28	e4g5 h3h2 g1f1 f4g3	2241			
TKohc	4r1k1/pp3p2/2n4p/7q/2Q3p1/5N2/PPP2PPP/3R2K1 w - - 0 24	f3e1 g4g3 e1f3 c6e5	2222			
Gj245	r4rk1/1b2bpp1/pp2p2p/2pqN2n/P5Q1/3B4/1PP2PPP/R1B1R1K1 b - - 5 18	f7f5 g4h3	2156			
wWdN4	2r5/p6k/4b2p/6p1/1pP5/2b1NN1P/P4PP1/2R2K2 w - - 1 31	a2a3 c3b2 c1d1 b4a3	2188			
27qe7	r4rk1/1bq2ppp/p4n2/1pNp4/2pP4/2P1BB2/PP4Pb/R2Q1R1K b - - 1 17	f6e4 f3e4 d5e4 c5b7	2162			
3xEMf	1r3rk1/7n/3p4/3Pp3/2p1P3/2N1qP2/PP1R3Q/2K3N1 b - - 4 26	h7g5 c3d1 e3f4 h2f4 f8f4 d2g2	2191			
SQ4Hv	r4r2/ppq3p1/1kp4p/8/P3R3/1PQP4/2P2P2/6K1 b - - 0 25	a7a6 a4a5 b6a7 c3c5 a7b8 c5f8	2226			
qo8yc	8/3k1p2/p3p1pp/1p2P3/1P2P3/P3K1P1/7P/8 b - - 3 37	d7e7 e3d4 f7f5 e5f6	2225			
z5ft7	2r3k1/3n1pp1/3P4/p6p/3P1B1P/1pp3N1/5PP1/2K1R3 w - - 0 29	e1e7 a5a4 g3e2 a4a3 e2c3 c8c3	2203			
JuDNU	r3nk2/pp3nb1/6p1/q2PPp1p/3B3P/P1N5/1P2Q1P1/R4RK1 w - - 3 26	e5e6 g7d4 g1h1 f7d6	2191			
NikvR	2r1r1k1/1p2bp1p/6pB/p7/6P1/1b1R3P/1KP2P2/6NR w - - 0 22	c2b3 e7f6 b2a3 e8e1	2226			
25Uw8	8/p5k1/8/1p2P2r/2p2p1B/1PP1pN2/P5PK/8 w - - 4 38	h2h3 c4b3 a2b3 a7a5	2192			
EmS1S	3r1r1k/p1p3pp/1pBb1n2/2nN1qB1/8/8/PPP2PQP/2KR2R1 b - - 10 20	c5e4 g5f6 d6f4 c1b1	2194			
6rl1x	1r3rk1/2p3pp/R1n3q1/1pp5/8/2P2N1P/1P4P1/3QR1K1 b - - 3 24	b8b6 a6b6 c7b6 d1d5 g8h8 e1e6	2177			
hjEzK	3r3k/5pp1/p4q1p/1p1Bp3/1P2P3/P3b3/6PP/4QR1K b - - 9 36	f6g5 h2h4 e3d2 h4g5	2189			
sfyPT	8/3R1pkp/6p1/2p2r2/7P/1q1PQ1P1/5PK1/8 b - - 1 34	f5d5 e3e6 d5d7 e6b3	2157			
orDBF	2kr3r/ppp2ppp/1nb1p3/1P2P3/2Pq4/P2B4/4QPPP/2RR2K1 b - - 0 20	c6e8 d3e4 d4c5 e4b7 c8b7 d1d8	2231			
MpM7O	1n2kb1r/1p4pp/5p2/q2Ppn2/bpQ1P3/5N2/2NP1PPP/B3KB1R b Kk - 2 15	a4c2 c4c8 e8e7 c8b7	2190			
wcRuA	r5k1/pp3rpp/1q6/8/3b4/2N5/PP2QPPP/R2R2K1 b - - 2 18	f7f2 e2c4 g8h8 c4d4 b6d4 d1d4	2195			
oRp0J	5rk1/2p2p1p/5Bp1/2b1p1Q1/4P3/r3N2P/1q3PP1/5RK1 b - - 1 26	b2b6 e3d5 f8e8 d5b6	2231			
1o1T9	4b3/1p6/p4p2/P2kpP2/1P4PP/4K3/8/8 b - - 0 42	d5c4 h4h5 e8f7 h5h6 f7g8 g4g5 f6g5 f5f6	2202			
ZEAMf	4r1rk/p4q1p/2p1pp1b/3p1pn1/3P3N/2P2PB1/PP1QR1PP/4R1K1 w - - 10 22	d2c2 f5f4 g3f2 g5h3 g1f1 h3f2	2239			
k8nZc	2b2rk1/r2p1pp1/p6p/1pqBpP2/7P/2PQ4/PP3PP1/2KR3R b - - 0 20	c5f2 d1f1 f2c5 f5f6 c5d5 d3d5	2166			
bdq1m	r1b1kbnr/1pq2p2/p3p1pp/3pP1N1/3P4/N2R3Q/5PPP/2B2RK1 b kq - 1 16	c8d7 d3f3 h6g5 h3h8	2170			
HBdjn	8/8/1p4k1/p1p1p2p/4P2P/P1P2KP1/8/8 w - - 1 38	g3g4 h5g4 f3g4 b6b5	2169			
Krpyp	1r3bk1/pB3p1p/1q2bQp1/Np3p2/1P6/P3P1P1/5P1P/3R2K1 w - - 8 31	b7d5 e6d5 f6b6 a7b6 d1d5 b6a5	2225			
LrTgM	5r2/pppq2k1/3p2pp/3Ppnr1/8/P1PQ3P/1P1N1PPK/R4R2 w - - 6 20	d2e4 g5g2 h2g2 f5h4 g2g3 f8f3 d3f3 h4f3 g3f3 d7f5 f3g2 f5e4	2224			
wmzfY	8/pp2k3/6p1/2q1p1Pp/4PpnP/1nPQ4/1P3P2/1B1K1R2 w - - 10 35	b1a2 c5f2 f1f2 g4f2	2233			
qkppl	r3r1k1/5pbp/2R3p1/1pP5/4q3/1Q5P/4BPP1/3R2K1 w - - 0 27	c6c7 e4f4 b3f7 f4f7	2216			
mJ0Qa	r4rk1/1p1n1ppp/1qp2n2/p2p1B2/3P1bbB/2P2N2/PPQN1PPP/1R3RK1 b - - 1 15	h7h6 f5g4 f6g4 c2f5	2202			
9nw31	8/1n1q1pbk/pr5N/2p1p1PQ/3pP3/P6P/2rB1P1K/R5R1 b - - 0 36	g7h6 g5g6 f7g6 h5h6	2191			
70jFC	r3k1r1/p2nbp1p/2p1p2p/q2pP3/3P4/N2R1Q2/1PP2PPP/2K2BNR w q - 1 15	d3b3 a5e1 f3d1 e7g5 b3e3 e1f2	2162			
8j6B1	r5k1/5p2/6p1/2P4p/4P3/rb1N3P/3RKPq1/1BQ4R w - - 2 36	d3f4 b3c4 c1c4 g2f3	2215			
i7xy6	8/1p6/4k3/1p1pr2p/1R6/1P2P3/5KP1/8 b - - 3 39	e5e4 b4e4 d5e4 f2g3	2243			
TgE6k	8/8/1K6/pp6/2k5/P7/1P6/8 b - - 1 59	b5b4 a3a4 b4b3 b6a5	2246			
Zwuew	4rk2/4n1p1/2pBP2p/4pN2/2P5/6KP/6P1/8 b - - 10 38	e5e4 g3f4 g7g6 f5e7	2164			
oZ8iD	r4Q2/pp1kn3/2npb1rp/q2NN3/4P3/2P5/P4PPP/3RKB1R b K - 5 19	d6e5 d5b6 d7c7 b6a8	2244			
Nfs8G	1k6/1p3p2/p7/7P/8/6p1/PP3Q2/4KBrr w - - 0 46	f2f7 g1f1 f7f1 g3g2 f1g1 h1g1	2171			
M0bi5	3rr1k1/1pp1qpp1/1pp1b1np/8/3NP3/P1NQ4/1PP2PPP/3RR1K1 w - - 3 17	h2h3 c6c5 d4f5 e6f5 c3d5 d8d5	2239			
sT0SZ	r5k1/p4p1p/4rBp1/1pp1P3/8/5P1b/Pq5P/R3Q1RK b - - 1 26	h7h5 e1e4 h3g2 g1g2 b2a1 g2g1	2240			
gzML6	6k1/pp1b2pp/5p2/1q1np3/1P1p3B/P1rP1BQP/5PP1/5RK1 b - - 1 22	c3c6 a3a4 b5a4 f3d5	2210			
0XiG6	1k3r1r/1pq1n3/p3B2p/2Np2p1/PQ1P4/8/1PP3Pp/R6K b - - 1 27	e7c6 c5a6 b8a7 b4f8 h8f8 a6c7	2233			
XrBe9	2r2rkb/4Qp1p/p5pP/1p3qP1/3P4/P3P3/Bn3PKB/R5R1 w - - 1 25	h2f4 b2d3 f4g3 c8c2 a2b1 c2f2 g3f2 f5f2	2202			
3pE76	8/7r/8/1p3P2/2k1P3/8/6Kp/7R w - - 0 53	h1h2 h7h2 g2h2 c4c5 f5f6 c5d6 h2g3 b5b4	2200			
BGc9D	8/1pk1Q3/p3p1p1/2Bp1q2/8/8/5P2/5K2 b - - 7 57	c7c6 e7d6 c6b5 d6b6 b5c4 b6b4 c4d3 b4b3 d3e4 b3e3	2165			
DytUF	8/5p1k/6p1/8/2r5/q5QP/5P2/4R1K1 b - - 1 48	c4c3 g3h4 h7g7 e1e8 c3h3 h4d4	2227			
kwkmu	8/6kp/PRpr2p1/8/2P5/1P3p2/7P/2K5 w - - 0 37	a6a7 f3f2 b6b7 g7f6 a7a8q f2f1q c1b2 d6d2	2173			
RlpWg	2r1r1k1/bb3p2/p2p3p/1p6/3N1qpN/2P5/PPQ2PPP/R3R1K1 w - - 2 23	h4f5 e8e1 a1e1 a7d4 f5d4 f4d4	2168			
Tpjhw	r1b2rk1/ppqn1Npp/3bp3/2p5/2B2Bn1/3P1N2/PPP1QPPP/R3K2R b KQ - 0 12	f8f7 e2e6 d7e5 e6e8	2244			
46ZAh	5r2/p1qp1rbk/3R2Rp/2p1pNpP/1n2P1P1/1Q2P3/1PP5/1K6 b - - 6 27	b4c6 g6g7 f7g7 d6h6	2174			
wUoK6	r2q3r/pp3k1p/3p1b2/8/3pPQb1/3P4/PPP5/R1B2RK1 w - - 1 18	f4g4 h8g8 c1g5 h7h6	2172			
j6wmM	7k/5pp1/7p/3Br3/1PP5/4R1PP/3p2P1/2rR2K1 b - - 0 36	e5e3 g1f2 c1d1 f2e3 d1b1 e3d2	2209			
KV1mB	6k1/1p3p2/6p1/p2qPn1p/2rP1Q2/5P2/1PnR1B1P/3R2K1 w - - 0 31	d1c1 c2d4 c1c4 d4f3 f4f3 d5f3	2212			
GBGU0	1Q3bk1/r7/P1Pp4/3Pp1pp/4P2n/4qp1P/4N1PN/R4K2 w - - 0 37	h2f3 a7f7 b8e8 h4f3 e8f7 g8f7	2153			
s6rl3	6rk/1q2N2p/3Q1ppP/8/5P2/p1b1PbP1/P2R4/6K1 w - - 3 57	e7g8 b7b1 g1f2 b1h1	2171			
YGsp6	3r4/3r1pbp/ppkN2p1/2P1p3/1P6/2P2R2/P4PPP/3R2K1 w - - 4 29	d1e1 f7f5	2202			
whOVM	8/2r1k3/4p3/4N2n/2PK4/PR4p1/1P6/8 w - - 2 45	b3f3 g3g2 f3f7 e7e8 f7c7 g2g1q	2198			
bMnKK	8/8/1p3k1P/p7/P1p2PK1/2Pp4/2r5/3R4 b - - 0 52	c2c3 d1h1 d3d2 h6h7 d2d1b h1d1 f6g7 d1d7 g7h8 f4f5	2226			
mNz0I	r5k1/p5pp/3N1r2/5p2/2Q5/7q/PPP2P1P/4R1K1 b - - 3 25	g8f8 c4c6 f6g6 g1h1	2163			
qkvjz	k2r2r1/p1Rb1p1p/Bp6/3p1p2/3P4/3N2PP/PP5K/8 b - - 3 28	f7f6 d3b4 d7c8 b4c6 d8d7 c7c8 g8c8 a6c8	2189			
4wKbM	r3k2r/p1q1bp1p/2p2p2/2p5/3P4/5Q1P/PPP2PP1/R3R1K1 b kq - 0 16	c5d4 f3f6 h8g8 e1e7 c7e7 f6c6 e8f8 c6a8	2155			
RC0Ao	8/3r2k1/3pR3/3P3K/8/1p6/7P/8 w - - 0 50	e6e2 d7b7 e2b2 g7f6 h5g4 f6e5	2217			
8F9NF	r5k1/1bqp3p/p1nRp1p1/1p2b3/8/1B3P2/PP2QP1P/2R3K1 w - - 0 20	c1c6 b7c6 e2e5 c6f3 b3e6 d7e6 e5e6 c7f7 e6f7 g8f7	2153			
xoBxx	rnb1k2r/pp3pbp/2pp1np1/3Pp3/1q2P3/P1N1B1P1/1PP1NP1P/R2QKB1R b KQkq - 0 9	b4b2 a1a2 b2a2 c3a2	2186			
7N5TJ	r2q1rk1/p1nnppbp/1p4p1/4P3/1Pp2B2/P1N2R2/2B1Q1PP/3R2K1 b - - 2 18	b6b5 c2e4 c7e6 e4a8 e6f4 f3f4	2190			
tTJAA	5R2/2R3pp/4p1k1/3r1p2/3P1K2/r5P1/P4P1P/8 w - - 7 38	f8f7 e6e5 d4e5 d5d4	2205			
Cc6M6	2kr3r/1pp4p/p3R1p1/1qNn1p2/1P1p4/P4Q2/2P3PP/4R1K1 b - - 3 22	d5e3 e1e3 d4e3 c2c4 d8d1 f3d1	2207			
ZPtzs	R7/p1k2p2/1p5p/r7/2pR2B1/P1P5/1q3PP1/6K1 b - - 0 34	b2c3 d4c4 c3c4 a8c8 c7d6 c8c4	2234			
yKQwk	3R4/p4kp1/7p/r7/2p1BPn1/6P1/2P4P/6K1 w - - 1 34	e4d5 f7e7 d8g8 a5a1 g1g2 g4e3 g2f3 e3d5	2233			
w4Yi5	1r1r2k1/5ppp/1qPQ1b2/4pP2/8/2P2B2/1P1R2PP/R6K w - - 1 28	c6c7 d8d6 d2d6 b6c7	2221			
XbtV0	r2q1rk1/p5Np/1p2p3/3p2p1/4n1Qn/1P6/PBP3P1/R4RK1 b - - 1 23	h4f5 g7e6 d8d6 f1f5 f8f5 g4f5 a8e8 e6d4	2235			
Lcn5y	5q1k/pp3rpp/3p4/2p1p3/4P2b/3QNPrP/PP4P1/3R1R1K b - - 10 24	f7f3 f1f3 g3f3 g2f3 f8f3 e3g2 f3d3 d1d3	2178			
UP7Jm	r5nr/pp1k1ppp/2nb4/3Q1N2/8/1P6/P4PPP/1qB2RK1 b - - 2 17	g8e7 d5d6 d7e8 f5g7	2155			
jQ6iP	5r1k/1p3pnp/p5nN/2q1p1Q1/4P2P/2P5/PP4PK/4R3 b - - 2 31	g7e6 g5f6 e6g7 h6f5	2241			
NAZpK	2r2k2/2q5/p6Q/1p3p2/4n3/P6P/1P3PP1/3R2K1 b - - 3 39	f8e8 h6e6 e8f8 e6f5	2176			
6RZVL	3r4/1p1kpp1p/p1n3p1/2P5/B7/3b4/P2B1PPP/3R2K1 b - - 3 18	d3b5 a4b5 a6b5 d2a5 d7c8 a5d8	2155			
scvgQ	1k1r2nr/pp3ppp/2n5/8/Qb4q1/P3BN2/1P2KPPP/2R2B1R b - - 0 15	c6d4 e3d4 g4e4 e2d1 d8d4 f3d4	2218			
5YIZf	3r1rk1/pp3pq1/2p2nP1/7p/4R2P/6R1/PPQ2N2/6K1 b - - 0 32	f6e4 g6f7 f8f7 f2e4 g7g3 e4g3	2185			
mA6vk	2q3k1/1b3pp1/p4n1p/8/PbNQ1P2/2N3PP/1P5K/4R3 w - - 3 33	c4b6 c8c6 b6d5 f6d5 d4d5 c6d5	2159			
qaW78	1k6/8/2B2r2/1p6/Pq6/6PP/2Q3K1/8 w - - 0 48	a4b5 b4e1 c6f3 f6d6	2176			
TFOJ3	r1b1r1k1/pp3p2/6pp/8/1PB5/P3qP2/6PP/2RQ1R1K b - - 6 21	e3a3 c4f7 g8f7 c1c7 e8e7 d1d5 c8e6 c7e7 f7e7 d5b7 e7f6 b7a8	2248			
dNIR3	r1q3k1/p1p2p2/2pprPpB/4b1P1/4N3/2P2Q2/PP3P1P/R5K1 b - - 0 21	d6d5 f3h3 e5h2 h3h2 e6e4 f2f3 c8f5 f3e4	2243			
ZlzCa	5k2/p4P2/1p1Np1pp/3n4/3q3P/5QP1/P4PK1/8 b - - 0 31	h6h5 d6e4 d4e4 f3e4	2236			
YXr8i	5rk1/r5p1/b3pq1B/pp1n4/2pP2Q1/2P3P1/5PBP/1R2R1K1 w - - 0 21	g4e6 f6e6 e1e6 d5c3	2236			
fw5tE	6k1/Q5pp/2r1p3/3p1p2/N3nB1b/1P2P3/P1q2PPP/5RK1 w - - 1 24	f4e5 c2f2 f1f2 c6c1 f2f1 h4f2 g1h1 c1f1	2152			
ynziV	6k1/3b2pp/2r1p3/5p2/1pN2NP1/1P3P2/2Q4R/2K1q3 w - - 0 34	c1b2 c6a6 c2c1 a6a2 b2a2 e1c1	2156			
xrLg2	rn4k1/p5p1/1p1qRp2/2p5/6Q1/8/5PPP/6K1 b - - 0 26	d6d5 e6e7 d5g5 g4c8 g8h7 e7e3 b8a6 c8a8	2227			
dFA7j	r4r2/ppp1b3/3qp2p/8/1P1pknQ1/P2P3P/2P4K/R5R1 b - - 0 26	e4d5 g4f3 d5e5 f3e4 e5f6 a1f1 e7d8 f1f4 f6e7 g1g7	2224			
sWMvV	2k4r/1pp1np1p/p1n3p1/4PbN1/1q1r1Q2/1N6/PP2BPPP/R4RK1 w - - 0 17	b3d4 c6d4 g1h1 e7d5 f4h4 d4e2 h4b4 d5b4	2163			
mBXXw	r1b1k2r/ppp1ppb1/7p/6p1/2BqP3/2N3P1/PP3PP1/R2QK2R w KQkq - 0 12	c4f7 e8f7 d1h5 f7g8	2196			
yMV8P	2krr3/pbp1n2p/1p1p1q2/3P1pp1/P1P2R2/2NB1Q1P/1P4P1/4R1K1 w - - 0 26	d3f5 e7f5 e1e8 g5f4	2196			
0Xz5z	3k4/p3R3/4Kp2/4p3/P7/7P/3r4/8 w - - 0 44	e6f6 d2d6 f6f7 d6d7 e7d7 d8d7 h3h4 e5e4 h4h5 e4e3 h5h6 e3e2 h6h7 e2e1q h7h8q e1e6	2151			
hFctQ	r2qk2r/1p1n1pp1/5n1p/p2pp3/Pb4b1/1QNP1NP1/3BPPBP/2R1R1K1 w kq - 0 15	c3d5 f6d5 b3d5 g4f3 e2f3 b4d2	2239			
vCF4N	2r4k/1p1q1n1p/p2p1bp1/3Q1p2/3N1P2/7P/PP4P1/R3R1K1 w - - 3 25	e1e6 c8c5 d5b3 f6d4	2166			
xL8SA	3r1rk1/ppb2ppp/8/3Pq3/2P1p3/4B2P/PP3PP1/R2QR1K1 w - - 1 18	d1g4 e5h2 g1f1 f7f5	2233			
I5Anz	2kr3r/p1P2pp1/1p6/1q1p2Pp/4p2P/2P2PB1/5K2/Q5R1 b - - 0 33	d8d7 a1a7 b5c5 f2g2 d7c7 a7a8 c8d7 a8h8	2159			
9ncMJ	r3r1k1/1p1b1ppp/p1p1pn2/P7/2PP4/3B4/1P1N1PPP/R3R1K1 b - - 0 18	b7b5 a5b6	2165			
g7NJr	r1b3k1/1p4p1/p4p1p/1q1pQ3/6Pn/P1B5/7P/3R1R1K w - - 0 25	f1f6 g7f6 e5f6 d5d4	2156			
6R7R9	r1b2rk1/1p1p2pp/p7/3Ppp2/3nP3/1Pq2P2/P2NB1PP/R2Q1RK1 w - - 2 16	a1c1 c3c1 d1c1 d4e2 g1f2 e2c1	2156			
VzAUO	2r3k1/1p4p1/1b2p1Qp/p2pPp2/PqrP1P2/1N1R4/1Pn3PP/3R2K1 b - - 11 27	c4d4 g6e6 g8h7 e6f5	2189			
m2yr2	3rr1k1/1p1q1pb1/2pp2p1/p1n4p/2PN2bP/1P4P1/PB1QPP2/3RR1KB w - - 2 18	d2a5 d8a8 a5d2 a8a2	2232			
CyrfQ	r1b1r1k1/1p3p1p/p2p2p1/3Pbn2/7q/3B2P1/PPN1QP1P/1RB2R1K b - - 0 18	e5g3 e2e8 g8g7 f2g3 f5g3 h1g1	2184			
JoWU0	r1r3k1/p3p2p/3ppnpQ/q5P1/1n2P3/N7/1PP2P2/2KR1B1R b - - 0 21	f6h5 h1h5 g6h5 g5g6 h7g6 h6g6	2182			
848XG	8/6p1/8/p1k2p1p/K4P1P/4PP2/8/8 b - - 3 44	c5c4 e3e4 c4c5 a4a5	2230			
0D5ow	5rrk/1p5p/8/p3p2q/5p2/2P2b1P/1P1Q2BB/4R1RK w - - 0 32	d2f2 g8g2 g1g2 f8g8	2236			
H4esJ	r2q1rk1/p3bppp/2p1bn2/5BB1/3p4/2N2Q2/PPP2PPP/R4RK1 w - - 0 15	c3e4 e6f5 f3f5 f6e4 g5e7 d8e7	2191			
fIPvp	rnb2r2/1pp2p1k/p2bpp1p/8/P1B2PQB/3P3P/1qP3P1/R4R1K b - - 0 18	e6e5 g4h5 b2a1 f1a1	2162			
yi4SH	r3kbnr/1pp1qpp1/p2p2bp/8/2B1P1P1/2P1B2P/PP1N1P2/R2QK2R b KQkq - 2 12	g6e4 d2e4 e7e4 c4d5	2190			
DZLue	1k1rr3/p1p2ppp/1p3n2/3P4/Q1P1q3/4B1P1/P4P1P/R3R1K1 b - - 3 23	f6d5 e3d2 e4d4 e1e8	2221			
splEE	r4rk1/1p3pbp/1qp1n1pB/4p3/p3P3/P2P1N2/1PPQ2PP/R4R1K b - - 3 18	b6b2 h6g7 g8g7 f1b1 b2a1 b1a1	2210			
MONKM	3Q2R1/p4r2/1p2pr1p/2p3pk/8/4P2P/q5P1/6RK b - - 7 40	f6f1 g2g4 h5h4 d8g5 h6g5 g8h8 f7h7 h8h7	2152			
Fmfud	8/4k2p/4p2P/1K3pp1/1p4P1/5P2/P7/8 b - - 1 41	f5g4 f3g4 b4b3 a2b3 e7d6 b5c4	2177			
nzstV	r3k2r/1ppb1p1p/p3P2Q/3p1P2/2q5/8/P1P3PP/4RR1K b kq - 0 18	f7e6 h6f6 h8f8 e1e6 d7e6 f6e6 e8d8 f1d1 c7c6 e6d6	2220			
u65h6	2r2rk1/pp4pp/6b1/4q3/4p3/1P5P/P1B2PP1/R2Q1RK1 w - - 1 20	a1c1 e4e3 c2g6 e3e2	2168			
nI0WX	rn2r1k1/1pq1bp1p/p2pNPp1/2p5/8/1P1BP3/PBPP2bP/RN3RK1 b - - 1 14	f7e6 f6f7 g8f8 b2g7 f8g7 f7e8n g7h6 e8c7	2231			
Epzxp	4rr1k/6p1/p1p4p/5q2/2PQn3/8/PP2RPPP/4R1K1 w - - 0 33	e2e4 c6c5 e4e8 c5d4	2198			
5dgtF	2kr1b1r/ppp2ppp/2p1b3/3q4/5B2/3B4/PPP2PPP/R2QR1K1 b - - 7 12	e6f5 e1e5 f5d3 e5d5	2200			
QlCoW	r1bqk2r/5ppp/p4b2/1p1N4/1nN1P3/8/PPPQ1PPP/R3KB1R w KQkq - 0 13	e1c1 b4d5 d2d5 d8d5 e4d5 b5c4	2214			
